,answer,clue,couple_occurencies
1290,ESPNTHEMAGAZINE,"Emphasize gannet all over periodical (4,3,8)",1
1291,ESTATEINHERITOR,JR.,1
1292,ETIQUETTEEXPERT,"Post, e.g.",1
1293,EURASIANSWALLOW,MARTIN,1
1294,EVERYTIMEYOUEAT,Start of a joke by 51-Across,1
1295,EVILUNDERTHESUN,1941 Agatha Christie novel,1
1296,EXACTCHANGELANE,E-ZPass alternative,1
1297,EXCAVATIONSITES,Digs,1
1298,EYEBROWTWEEZERS,Plucking instruments,1
1299,FAIRBANKSALASKA,The Golden Heart City,1
1300,FALLSOUTOFFAVOR,Loses popularity,2
1301,FANTASYBASEBALL,See 36-Across,1
1302,FBIHEADQUARTERS,It's in the J. Edgar Hoover building,2
1303,FELLOWAMERICANS,U.S. resident's peers,1
1304,FERCRYINOUTLOUD,Aw geez ... or another title for this puzzle,1
1305,FIGURESOFSPEECH,Synecdoches,1
1306,FLULIKESYMPTOMS,"Achiness, sneezing, etc.",1
1307,FORTHELOVEOFGOD,Oh puhleeze!,1
1308,FORTKNOXWOOLTAM,Winter hat sold at the U.S. Bullion Depository gift shop?,1
1309,FOURTHAMENDMENT,It covers search and seizure,1
1310,GAINEDTENPOUNDS,And that thing about the gym membership? Instead I ...,1
1311,GENERALDEGAULLE,Fifth Republic founder,1
1312,GENERALPERSHING,"WWI hero nicknamed ""Black Jack""",1
1313,GETINTOONESHEAD,"Gain a psychological advantage over an opponent, say",1
1314,GETOFFTHESTOOGE,Quit fooling around with Moe!?,1
1315,GETWORKSTUDYJOB,Cash-strapped college student's survival ploy #3,1
1316,GIRLFROMIPANEMA,"1964 hit with the lyric ""she looks straight ahead, not at me,"" with ""The""",1
1317,GIRLSNOTASOFTEN,End of the zinger ... and start of the punch line,1
1318,GLOCKMANAGEMENT,Skill in handling an Austrian pistol?,1
1319,GOASKYOURFATHER,Classic parental deflection,1
1320,GOATASNAILSPACE,Take forever,4
1321,GODFATHERPARTII,"First sequel to win Best Picture, with ""The""",1
1322,GOESINTHEGUTTER,End of the joke,1
1323,GOESTHEDISTANCE,Does it all,1
1324,GOINGBACKTOCALI,1987 LL Cool J hit,1
1325,GOLDENPARACHUTE,"Executive's compensation, sometimes",1
1326,GONEWITHTHEWIND,HOOD WITH TIE WINE,1
1327,GOODBYECOLUMBUS,"1959 novella that begins ""The first time I saw Brenda she asked me to hold her glasses""",1
1328,GOOUTWITHABHANG,Lose consciousness after downing some hallucinogenic beverage?,1
1329,GORANIVANISEVIC,Only player to win Wimbledon as a wild card,1
1330,GOTTACATCHEMALL,Pokemon theme,1
1331,GOWITHOUTSPYING,Skip the surveillance?,1
1332,HAMILTONNATIONS,"American Indian confederation, after inflation?",1
1333,HAMMERANDSICKLE,Symbols on the old USSR flag,1
1334,HARMONKILLEBREW,Famed Senator of the '50s,1
1335,HASABADATTITUDE,"Won't cooperate, say",1
1336,HASHTAGACTIVISM,"Sharing of a cause among one's followers, in modern-day slang",1
1337,HATEDFREEDOMTHE,"Quip, part 2",1
1338,HATETOEATANDRUN,"Really, I can't stay for coffee",1
1339,HAVEACONCUSSION,See 49-Across,1
1340,HEADFORTHEHILLS,"We gotta go, immediately!",1
1341,HELLONEAWRMTAHN,"What is the deeeeal with Armageddon? Oh, great, here comes my postal worker nemesis?",1
1342,HENRYLOUISGATES,"Educator who once famously compared the lyrics of 2 Live Crew to Shakespeare's [sic] ""O my luve's like a red, red rose""",1
1343,HERECOMESTHEHUN,Look who just showed up! It's Attila!?,1
1344,HERECOMESTHESUN,Song from the Abbey Road Dreamscapes stage,1
1345,HERECOMETHEABCS,2005 They Might Be Giants children's record,1
1346,HERESTHEPROBLEM,This is what's wrong ...,1
1347,HETERONORMATIVE,Pertaining to the straight and narrow world?,1
1348,HIGHEREDUCATION,"Grad school, say",1
1349,HOLYHANDGRENADE,Fictional weapon cited in the Book of Armaments,1
1350,HORSETRANQUILER,"Ketamine, informally",1
1351,HOWGOODIWASWITH,"Quip, part 2",1
1352,HUCKLEBERRYFIZZ,Carbonated citrus-flavored drink?,2
1353,ICANTACCEPTTHAT,Nuh-uh,1
1354,ICESKATERSTOJKO,No ... there he is!,1
1355,IFIWEREARICHMAN,Fiddler on the Roof song,2
1356,IFTHETERRORISTS,Start of a quip by comedian David Cross,1
1357,IHAVENTGOTALIFE,Loser's lament?,1
1358,IKNOWTHEFEELING,You and me both!,1
1359,IMAFEMINISTITIS,Start of a quip by Sarah Haskins,1
1360,IMAGINARYFRIEND,Lonely kid's playmate,1
1361,IMIGHTHAVEKNOWN,Of course it played out like that,1
1362,INCORRECTANSWER,"Buzzer's indication, often",1
1363,INDENTOFTHIEVES,Deep mark left by crooks?,1
1364,INEEDSOMEADVICE,Can we talk?,1
1365,INFERIORPLANETS,Mercury and Venus,3
1366,INKYCAPMUSHROOM,"Shaggy mane, gastronomically",2
1367,INSECTREPELLENT,Campers pack it,1
1368,INSPECTORJAVERT,"Broadway character who sings ""Stars""",1
1369,INSTANTPOTATOES,Hungry Jack product,1
1370,INTELCOMBUSTION,Violent breakup of a computer giant?,1
1371,INTERFRIENDTION,Action taken to improve a colleague's day,1
1372,INTERNALREVENUE,Returns home?,1
1373,INTHELINEOFFIRE,GO TIE KIND OF DIRE,1
1374,INTHENICKOFTIME,Just before deadline,1
1375,INTIMATEAPPAREL,Victoria's Secret purchase,1
1376,INVISIBLEINCOME,Undeclared earnings?,1
1377,IRISHWRISTWATCH,Tongue twister #2,1
1378,ISNOTOVERWHENIM,"Quip, part 2",1
1379,ISRAELICOUSCOUS,Ball-shaped starch,1
1380,ITSANYONESGUESS,Who knows?,2
1381,ITTHEPANICBUTTO,Freak out,1
1382,IVEHADITWITHYOU,That's it!  We're through! [slam],1
1383,IVESAIDITBEFORE,At the risk of repeating myself ...,1
1384,IVESAIDITBEFORE,Why don't you listen!?,1
1385,IWANNABEYOURMAN,Song from the Ed Sullivan Theater stage,1
1386,JACKSONFOOTPOLE,"Item you wouldn't touch things with, after inflation?",1
1387,JACPTKKEROUACPT,Sal Paradise's creator,1
1388,JACQUIZZRODGERS,Oregon State running back who was the Pac-10 Offensive Player of the Year,1
1389,JAPANESEIMPORTS,Some computer components and cars,1
1390,JEALOUSMISTRESS,"Art, in a phrase",1
1391,JEEPERSCREEPERS,___!,1
1392,JENNIFERANISTON,Highest-paid TV actress of all time,1
1393,JEWISHORTHODOXY,Belief in Mosaic law,1
1394,JOHNDEERELETTER,Any of nine characters underneath a picture of a leaping stag?,1
1395,JOHNOSBORNEPLAY,LUTHER,1
1396,JOHNQUINCYADAMS,First president who was the son of a president,1
1397,JURGENKLINSMANN,Coach of the US Men's National Team,1
1398,JUSTABITOUTSIDE,"Classic Bob Uecker line from ""Major League""",1
1399,KEPTTHEDOOROPEN,Allowed for a future possibility,1
1400,KILLINGMESOFTLY,"Hit song of 1973 and 1996 with the lyrics ""I heard he sang a good song / I heard he had a style""",1
1401,KINDOFBLUETRAIN,Acela painted aqua? (Miles Davis / John Coltrane),1
1402,KITTENONTHEKEYS,Zez Confrey ragtime standard,1
1403,KMARTPOPULATION,Target eschewers? (Lady Gaga),1
1404,KNEEJERKLIBERAL,One whose instincts are never right?,1
1405,KNICKSANDLAKERS,1973 NBA Finals teams,1
1406,KNIFEINTHEWATER,1963 Roman Polanski film,1
1407,KURTANDCOURTNEY,Iconic couple of the '90s,1
1408,LASTBUTNOTLEAST,Like the loser of a who's-thinnest competition,1
1409,LASTMINUTEROOMS,Hotel offerings for those who drag their feet? (Nirvana),1
1410,LEARNEDONESABCS,Got the basics down,1
1411,LEAVEITTOCHANCE,Let the chips fall where they may,3
1412,LEGALSEPARATION,Split decision?,1
1413,LEGISLATEDOGLEG,Pass laws about a golf course bend?,1
1414,LETTERSEFGHANDI,"Riddle, part 3",1
1415,LETTERSOFINTENT,What you mean a code to conceal?,1
1416,LIFTONESSPIRITS,Elate,1
1417,LISBETHSALANDER,She's the girl with the dragon tattoo,1
1418,LOADEDQUESTIONS,They might have no correct answers,1
1419,LOSANGELESLAKER,"Magic, e.g.",1
1420,LOSANGELESLAXER,"Socal city, except even more laid back?",1
1421,LOUISOOSTHUIZEN,2010 Open champion,1
1422,LOVECONQUERSALL,"Axiom from Virgil's ""Eclogue X""",2
1423,LOWERFORTYEIGHT,"Roughly 96% of the U.S.A., in a way",1
1424,MADEADIFFERENCE,Mattered,2
1425,MADELEINELENGLE,A Wrinkle in Time author,1
1426,MAGICALCOOLIDGE,Spell-casting president?,1
1427,MAKEABEELINEFOR,"Home in on, or what you must do twice in order to finish this puzzle",1
1428,MAKESASTATEMENT,"Wins but good, like the underdog",1
1429,MALALAYOUSAFZAI,Youngest person to win the Nobel Peace Prize,1
1430,MARGARITANOSALT,Drink order with 46-Down,1
1431,MARKETPORTFOLIO,It's full of assets,1
1432,MARLENEDIETRICH,Shanghai Express actress,1
1433,MARXISTLENINIST,One who believes in a classless society,1
1434,MARYTODDLINCOLN,"Noteworthy watcher of ""Our American Cousin,"" 4/14/1865",1
1435,MAYBEYOURERIGHT,I hadn't thought of it that way,1
1436,MEANDBOBBYMCGEE,"1971 hit that begins ""Busted flat in Baton Rouge / waiting for a train""",1
1437,MESHBASEBALLCAP,Hipster's lid,1
1438,METONESWATERLOO,Was defeated,1
1439,METTAWORLDPEACE,NBA star Ron Artest's chosen name change,1
1440,MICHAELMCDONALD,Takin' It to the Streets singer,1
1441,MINDONESPSANDQS,Be letter perfect,1
1442,MINNESOTAMIKING,Putting bugs throughout the Mall of America?,1
1443,MINUTESINHEAVEN,___ (kissing game),1
1444,MIXINGMETAPHORS,"Saying ""low rung on the totem pole"", e.g.",1
1445,MOLLIFYFLANDERS,Appease Homer's neighbor Ned?,1
1446,MONEYFORNOTHING,"New wave #1 hit with the repeated line ""That ain't working""",1
1447,MOVESLIKEJAGGER,"#1 single with the lyrics ""Take me by the tongue / And I'll know you""",1
1448,MUSCLERELAXANTS,Tranks,1
1449,MUSICTOYOUREARS,Jeopardy! category that Watson would suck at #1,1
1450,MYAIMISTRUELOVE,eHarmony employee's credo? (Elvis Costello / Toots & the Maytals),1
1451,NAPOLEONCOMPLEX,Tendency to overcompensate for a perceived shortcoming,3
1452,NASHEQUILIBRIUM,A Beautiful Mind subject,1
1453,NATIONALTHEATRE,Laurence Olivier was its first artistic director,1
1454,NAUGHTYBYNATURE,"Rappers with the 1991 hit ""O.P.P.""",1
1455,NBASUMMERLEAGUE,Off-season hoops games,1
1456,NERVEGASWEEKEND,Two days spent with a chemical weapon?,1
1457,NEVERHEARDOFHIM,Who?,1
1458,NEWJERSEYDEVILS,2003 Stanley Cup winners,1
1459,NEWKIDONTHEBLOG,Twitter tyro?,1
1460,NEWMOONONMONDAY,1984 top ten Duran Duran hit,1
1461,NEXTROUNDISONME,Welcome words at a bar,2
1462,NINTENDOGAMEBOY,It came with Tetris,1
1463,NITROGENDIOXIDE,Smog component,1
1464,NOALTCOUNTRYFOR,"With 20-Across,Wilco and Ryan Adams isn't marketed to fogeys?",1
1465,NOIFSANDSORBUTS,Without excuses,1
1466,NOMOREILOVEIOUS,"That's it!  Tell me how you feel today, or never!?",1
1467,NOSEJOBAMATEURS,Surgeons who have never done a rhinoplasty before?,1
1468,NOTHINGEXPOSURE,Tell-all that doesn't actually tell all that much?,1
1469,NOTIFYFORPROFIT,Make money while apprising?,1
1470,OCEANLIPIZZANER,Austrian horse on the sea?,1
1471,OFFENSIVETACKLE,Linesman in front of a quarterback,1
1472,OFTHENIGHTSHIFT,See 52-Across,1
1473,OFTHESAMESTRIPE,Nearly identical,1
1474,OILYBOYDSPECIAL,"Cheers bartender Woody's slimy menu addition, in his new Brooklyn bar?",1
1475,OKCOMPUTERWORLD,Average place to buy a laptop? (Radiohead / Kraftwerk),1
1476,ONCEINABLUEMOON,Seldom,5
1477,ONEFROMTHEHEART,1982 musical by Francis Ford Coppola,1
1478,ONETHINGATATIME,Slow down,1
1479,OPALOCKAFLORIDA,City whose architecure has an Arabian Nights theme,1
1480,OPERATINGMARGIN,Pricing strategy figure,1
1481,OPHIRAEISENBERG,Ask Me Another host,1
1482,ORIGINALFOUNDER,"Company's architect, redundantly",1
1483,OUARESOBEAUTIFU,1974 #5 hit by Joe Cocker,1
1484,OUTSIDEINTEREST,Hobby ... or a hint for how to finish the theme answers to this puzzle,1
1485,OUTSPENTAXLROSE,"Threw down more money than the ""Paradise City"" singer?",1
1486,OWNEDGUITARHERO,"In 2008, I said I was going to take piano lessons.  Instead I ...",1
1487,PALINCOMPARISON,"You look just like Sarah, e.g.?",1
1488,PANICPANICPANIC,"When writer's block strikes, first I ...",1
1489,PAPERBACKWRITER,Song from the Budokan stage,1
1490,PARKEDONTHESOFA,"Ready for an entire day of football, likely",1
1491,PATERNITYSUMMIT,Peak for just the dads?,1
1492,PAUSEDAQUESTION,Interrupted the press conference?,1
1493,PEAKPERFORMANCE,Optimal output,3
1494,PEDALTOTHEMETAL,How a speed demon places his foot,1
1495,PEOPLEHAVEASIGN,"Question, part 2",1
1496,PHARAOHWILLIAMS,Happy Egyptian king?,1
1497,PLEASUREPARADOX,Study in ethics that states happiness must be acquired indirectly,1
1498,POINTBLANKRANGE,Distance from which it's hard to miss,2
1499,POLEMICPOSITION,Stance of a controversial argument?,1
1500,POPSTARCOSTELLO,Wait!  There he is!,1
1501,POSEFORARTCLASS,Cash-strapped college student's survival ploy #4,1
1502,POSHDOUBLESTEAL,Very stylish diamond coup?,1
1503,POSTSEASONGAMES,January events,1
1504,POTTERYBARNRULE,"You break it, you buy it foreign policy",1
1505,PREFERREDSALARY,Job application figure,1
1506,PULLOUTTHESTOPS,Go for broke,1
1507,PUPPETQUALITIES,"The ability to be on a string, can mouth along to what I'm saying, etc.",1
1508,PUSHBUTTONRADIO,Device with presets,1
1509,PUTTINGABOLDFAC,Trying to look brave,1
1510,QUARTERBACKSACK,Event when you're down on Luck?,1
1511,QUEENSBOULEVARD,"Fictional ""Entourage"" film that takes place in New York City",1
1512,QUISLINGSCUFFLE,Fracas among traitors,1
1513,QUITCOMPLAINING,Man up!,1
1514,RABIDENGLISHMEN,"Crazed Man U fans, perhaps?",1
1515,RAINCATSANDDOGS,Pour pets from the skies,1
1516,RANACLOSESECOND,Almost won it all,1
1517,READTHATCAPTCHA,Jeopardy! category that Watson would suck at #3,1
1518,READYWHENYOUARE,Just say the word!,3
1519,RECORDINGARTIST,One working in a studio,1
1520,REDUCTIVERIGHTS,Fundamental entitlements of making things smaller?,1
1521,REEDINSTRUMENTS,Cor anglais et al.,1
1522,RELIGIOUSREFORM,Protestant movement,1
1523,RENAISSANCEFAIR,Expo to introduce brand new fonts?,1
1524,RENEWEDINTEREST,Nostalgia may spark it,1
1525,REPLACEMENTREFS,2012 sportsworld controversy,1
1526,REQUIREDREADING,Syllabus content,1
1527,RISKWRONGNUMBER,Gamble and lose on the lottery?,1
1528,ROGETSTHESAURUS,Word search book?,1
1529,ROLANDINTHEDEEP,Vintage synth after being tossed overboard?,1
1530,ROLLONDEODORANT,Sure thing?,1
1531,ROMANTICDINNERS,Valentine's Day staples,1
1532,ROOTSFORLAUNDRY,"Supports the team, no matter who's on it",1
1533,RUBBERBANDBALLS,Makeshift office-supply toys,1
1534,RUNAWAYFROMNEYO,"Flee the vicinity of ""So Sick"" R&B singer?",1
1535,RUPAULSDRAGRACE,Modern-day reality show where the contestants cross train?,1
1536,SACRAMENTOKINGS,Their mascot is Slamson the Lion,1
1537,SAINTLOUISBLUES,Team named for a W.C. Handy song,1
1538,SALADAFOREFFORT,Tea that gives you drive?,1
1539,SALTYTOOTHBRUSH,"Yesterday, while washing up in the morning, I nearly choked on a ___",1
1540,SAVEITFORLOITER,Advice to those who dawdle?,1
1541,SAYITAINTSOCHOU,Chinese denial dating back to 1046 BCE?,1
1542,SAYTHESAMETHING,Echo,1
1543,SCHOOLLUPROGRAM,Food for thought provider?,1
1544,SEALEDWITHAKISS,Oft-abbreviated love letter phrase,1
1545,SEATTLEMARINERS,Baseball team owned by Nintendo,1
1546,SELLSOMEOLDDVDS,Cash-strapped college student's survival ploy #2,1
1547,SENATORIALSEATS,One century in American politics,1
1548,SEVENCOMEELEVEN,Craps shout,1
1549,SEXTSANDTHECITY,TV series about Anthony's scandal-laden bid for mayor?,1
1550,SHEETSTOTHEWIND,___ (trashed),1
1551,SHOOTFROMTHEHIP,Speak directly and frankly,1
1552,SHORTSHEETEDBED,And I couldn't get to sleep because of the ___,1
1553,SHOTONESWARHEAD,Launched an ICBM?,1
1554,SHOVELREADYJOBS,You can dig them,1
1555,SHRINKINGVIOLET,Shy guy,2
1556,SICKBAYINSTINCT,Gut reaction in a ship's hospital?,1
1557,SIGNOTHETIMESUP,Signal that the game's over by the Irish ref? (Prince / Living Colour),1
1558,SIMONBOCCANEGRA,Titular pirate of opera,1
1559,SIXWAYSTOSUNDAY,In every way imaginable,1
1560,SLIPOFTHETONGUE,"Joe Biden statement, typically",1
1561,SOMERSETMAUGHAM,Of Human Bondage author,1
1562,SONYPLAYSTATION,Genesis challenger,1
1563,SOULJABOYTELLEM,"Rapper with the #1 hit ""Crank That""",1
1564,SPACEAGEBRACKET,Futuristic tournament schedule?,1
1565,SPOTIFYPLAYLIST,Modern-day mixtape,1
1566,SPOTTEDAMILEOFF,Foresaw well in advance,1
1567,SPREADLIKEWILDE,Cover a lot of ground wittily?,1
1568,SPRESSOMACCHIAT,Starbucks order,1
1569,SPRINGFORDINNER,Take care of the dishes?,1
1570,SPURSSUNSSERIES,"2005 Western Conference Finals, e.g.",1
1571,SQUIRRELCARNAGE,Extreme road kill sight?,1
1572,SQUIRRELDATASET,Information off all the stashed acorns in an area?,1
1573,STANDINGOVATION,Show stopper?,1
1574,STARTSOVERAGAIN,Begins at the top,1
1575,STATIONMANAGERS,Programming experts,1
1576,STAYEDTHECOURSE,Continued,1
1577,STEADYASSHEGOES,2006 hit from The Raconteurs,1
1578,STEAKMEDIUMWELL,Grilling choice,1
1579,STINGINGNETTLES,Bristly plants,2
1580,STOMACPTHACPTHE,Flu side effect,1
1581,STRAPPEDFORCASH,Broke,3
1582,SUBDUERFEROCITY,Vanquisher's savagery?,1
1583,SUBLIMESTANDARD,"Magnificent version of ""My Way""?",1
1584,SUBSTITUTETEACH,Give someone the skills to do a simple cipher?,1
1585,SUNNISINFECTION,Muslim's ailment?,1
1586,SUSANSAINTJAMES,Kate & Allie star,2
1587,SWAHILIMATTRESS,What the Bantu sleep on?,1
1588,SWINEFLUVACCINE,Rationed health care medicine,1
1589,TABOOMANAGEMENT,No-no overseers?,1
1590,TAKEITONTHELAMB,Advice to use young sheep as a means of moving?,1
1591,TAKESTOEXTREMES,Goes overboard with,1
1592,TALDRINKOFWATER,Mikhail's quaff?,1
1593,TAPPEDTELEPHONE,...And listening as we speak!,2
1594,TARZANOFTHEAPES,His mother is Kala,1
1595,TARZANOFTHEAPEX,Highest swinger?,1
1596,TEACHABLEMOMENT,"Skip Gates incident, e.g.",1
1597,TESTEDTHEWATERS,Tried something new,1
1598,TEXASRAPSINGERS,Hip-hoppers from Dallas?,1
1599,THAIRESTAURANTS,Tom yam establishments,1
1600,THANKYOULETTERS,They're sent out after weddings,1
1601,THATLLBETHEDDAY,"Answer to ""When do we start attacking the Nazis?""?",1
1602,THATTOUCHOFMING,Je ne sais quoi capturing mid-14th to mid-17th century China?,1
1603,THATTOUCHOFMINX,Hussy's stroke?,1
1604,THEATERDIRECTOR,Play maker?,1
1605,THECOASTISCLEAR,You can come out now!,1
1606,THEDEFENSERESTS,Case conclusion,1
1607,THEGLAMENAGERIE,Play about the Wingfield family,1
1608,THEGLASSISHALFF,Optimist's phrase,1
1609,THEGLOBETHEATRE,Home of Lord Chamberlain's Men,1
1610,THEGLOBETHEATRE,Lord Chamberlain's Men built it,1
1611,THEGOLDENRUBBLE,Debris touched by Midas?,1
1612,THELASTFLETTERS,End of the riddle,1
1613,THELATELAMENTED,One recently departed,1
1614,THEMEGENERATION,Boomers,1
1615,THEMERESTAURANT,Place that offers corn with your meal?,1
1616,THEODOREDREISER,A Hoosier Holiday memoirist,1
1617,THEOLYMPICGAMES,"Someplace mighty dilapidated where top athletes compete (3,7,5)",1
1618,THEPACMANGHOSTS,"Characters who ""haunt"" this puzzle's theme answers",2
1619,THESWEETESTCLUE,Crossword writer's dream?,1
1620,THEWORSEFORWEAR,Trashed from overuse,1
1621,THISISPOINTLESS,I give up!,1
1622,THISLITTLEPIGGY,"Kids' poem whose last line contains the phonetic endings of 17-, 24- and 49-Across",1
1623,THREEPENNYOPERA,Mack The Knife musical,1
1624,TIBETANDEMOCRAT,Blue-state lama?,1
1625,TIBETANIRUSTLED,The Dalai Lama yours truly rounded up?,1
1626,TIEDUPLOOSEENDS,Finished the job,1
1627,TIMESGONEBLIMEY,"I say, old chap, I've sold my last copy of that newsweekly?",1
1628,TOALESSEREXTENT,Not so much,4
1629,TOALESSEREXTENT,Somewhat,1
1630,TOASTMISTRESSES,Dinner speakers,1
1631,TOMDICKANDHARRY,J.K. Rowling buddy novel about a cat detective,1
1632,TRASHCOLLECTION,Destroy everything in the museum?,1
1633,TRIGGERWARNINGS,Modern-day alerts that The New Republic suggested The Onion carry,1
1634,TURNEDDOWNFFLAT,Lowered the volume on a specific note?,1
1635,TURNINGJAPANESE,1980 hit by The Vapors best enjoyed alone?,1
1636,TURNINGOFFANAND,Repulsing Viswanathan?,1
1637,TWOTRAINSPUZZLE,Classic problem involving a fly,1
1638,TYLERTHECREATOR,"Rapper/firebrand behind the viral video ""Yonkers""",1
1639,TYPEWRITERCARRI,It's frequently struck by keys,1
1640,ULTIMATEJAIALAI,Game played with frisbees and cestas,1
1641,UNINVITEDGUESTS,They're known for crashing,1
1642,UNMARRIEDPERSON,"Bachelor, e.g.",1
1643,UNRAVELKNITTING,"Act out the chorus of Weezer's ""The Sweater Song""?",1
1644,UNSKILLEDWORKER,Monster.com long shot,1
1645,URNOVERANEWLEAF,"Start over, starting over",3
1646,USETHEFORCELUKE,Classic Alec Guinness line,1
1647,VEGETARIANPIZZA,Healthy order of pie?,1
1648,VICTORIASSECRET,Beckham's wife's deodorant?,1
1649,VOTEDREPUBLICAN,"Quip, part 2",1
1650,WASITGOODFORYOU,Did I do the job?,1
1651,WECANTWERKITOUT,I challenge you to a dance duel to see who can shake their ass the naughtiest!?,1
1652,WEIRDALYANKOVIC,Smells Like Nirvana singer,1
1653,WELLBERIGHTBECK,Group's chanted promise at the Restoring Honor rally?,1
1654,WELLDONEOLDCHAP,Compliment from a Brit,3
1655,WEREWORKINGONIT,Check back in an hour,1
1656,WETHERSTRIPPING,Castrated sheep losing all its clothes?,1
1657,WETSONESWHISTLE,Drinks,3
1658,WHATDOYOUMEANWE,"Hey, did I say I wanted to be part of this plan?",1
1659,WHATEVERYOULIKE,Doesn't matter to me,1
1660,WHATINTARNATION,That can't be!,1
1661,WHATISTHEMATTER,Can I help you?,1
1662,WHATMAKESITTICK,Question asked by one watching the clock?,1
1663,WHATMORECANISAY,We've already gone over this,1
1664,WHATSUPWITHTHAT,Phrase said while shrugging one's shoulders,1
1665,WHATWORDMEANING,Start of a riddle,1
1666,WHENIHATEMYSELF,End of the quip,1
1667,WHEREARETHEYNOW,Question asked about D-list celebrities,1
1668,WHITEBLOODCELLS,Immune system stuff,1
1669,WHOLESALEDEALER,Middleman avoider,1
1670,WHOLESALEPRICES,They're less than what retailers charge,1
1671,WHONEEDSENEMIES,"End of a line about ""friends""",3
1672,WHOWOULDVETHUNK,Gee!,1
1673,WINDOWSREGISTRY,Place for some PC operating system settings,1
1674,WINKLEVOSSTWINS,Plaintiffs in a well-documented case against Facebook,1
1675,WIRELESSEARBUDS,Modern-day music receivers,1
1676,WISHYOUWEREGERE,"Why, oh why isn't my boyfriend more like the 1999 sexiest man alive??",1
1677,WIZARDRYANXIETY,Bad thing for a Hogwarts student to suffer from?,1
1678,WORDMEANINGHUGE,"Riddle, part 3",1
1679,WORKLIFEBALANCE,What a busy professional might struggle to juggle,1
1680,WORLDFOODSUMMIT,UN conference that seeks to eradicate hunger,1
1681,WORLDOFWARCRAFT,Role-playing game that takes place in Azeroth,1
1682,WOULDNTITBEMICE,"Answer to ""who's responsible for eating all the cheese I left out?""?",1
1683,YOUANDWHOSEARMY,Ha! It'll take way more than that to stop me!,1
1684,YOUGONNAEATTHAT,"Query from a hungry friend, maybe",1
1685,YOUMUSTBEJOKING,Don't even think of going there!,1
1686,YOURFEEDSTOOBIG,I'd subscribe to your site but it takes forever to load it!?,1
1687,YUPPIFYFINEARTS,"Put a Starbucks in each of Edward Hopper's paintings, say",1
1688,ZIPTIEHANDCUFFS,Plastic perp restrainers,1
1689,CHRISMONEYMAKER,Aptly named 2003 World Series of Poker winner,1
1690,ACESONNETVERSES,... scrambled to produce poets laureate work about the web?,1
1691,AIRYVOTERSCOFFS,... scrambled to get flippant remarks from snobs at the polls?,1
1692,FANCYSENIORFITS,... scrambled to fashion tuxedo tailorings for the prom's elite?,1
1693,SEWARDPENINSULA,"(John Updike, 1988) Nome is on it (Toni Morrison, 1973)",1
1694,VOLUMEOFASPHERE,"(Thomas Pynchon, 1963) Its formula is 4/3 x pi x r3 (Michael Crichton, 1987)",1
1695,WORSTSEXYANTICS,... scrambled to reveal a new low in strip teasing?,1
1696,GRANDMATZOFLASH,Rapper who's into unleavened bread?,1
1697,ORGANTRANSPLANT,GROAN?,1
1698,BOWLPROJECTIONS,NCAA college football expert picks,1
1699,GIVETHEFINGERTO,"Present the bird, and a hint to the beginnings of  17-,  26-, and 47-Across",1
1700,MISSINGTHEPINTO,Nostalgic for a '70s Ford?,1
1701,SANDWICHISLANDS,Appetizing-sounding former name of Hawaii,1
1702,TASTETHERAINBOW,Skittles slogan ... or an alternate title for this puzzle,1
1703,THEMORNINGAFTER,Time to do the walk of shame,1
1704,TIPOFTHEICEBERG,Bit that's visible,3
1705,AFISHOUTOFWATER,Misfit,1
1706,JOHNRONALDREUEL,Tolkien,2
1707,PELHAMGRENVILLE,Wodehouse,1
1708,SHOOTINGGALLERY,Midway feature,1
1709,THECHARLESRIVER,Boston course,1
1710,TROUBLESAREOVER,"Oliver, ""Oliver who?"", ""Oliver __""",1
1711,VIRGINTERRITORY,Property of someone born in early September?,1
1712,WHIRLINGDERVISH,Moslem ascetic,3
1713,ACCORDINGTOCARP,The World __ (fish story?),1
1714,BACCHANALIANISM,Drunken revelry,1
1715,GEORGEANDMARTHA,First First Family,1
1716,GODFATHERPARTII,"Best Picture, 1974 (with The)",1
1717,HEYDIDDLEDIDDLE,Poem beginning,1
1718,HOMECOMINGQUEEN,Seasonal celebrity,1
1719,INABRAHAMSBOSOM,"Rewarded, as the righteous",1
1720,JENNIFERJUNIPER,Character in hit by Donovan,1
1721,MRTAMBOURINEMAN,Character in hit by the Byrds,1
1722,SERVEDAPORPOISE,Was meaningful?,1
1723,THEHARVESTWAGON,Gainsborough painting,1
1724,THESOUNDOFMUSIC,"Best Picture, 1965",1
1725,WACROSSINGTHEDE,Famous American painting,1
1726,WHATDOESJIMFIXX,"His running shoes, naturally",1
1727,WHENDOESBOBHOPE,Just before Oscar time,1
1728,AFAREWELLTOALMS,Biography of a onetime beggar?,1
1729,ANDTRUSTNOAGENT,"Let every eye negotiate for itself!__ (Much Ado About Nothing, ii, 1, 185)",1
1730,BLEUSINTHENIGHT,Wee-hours dressings?,1
1731,BONHOMMERICHARD,John Paul Jones' ship,1
1732,BRYNNERSWINNERS,"The King and I, The Magnificient Seven, etc.",1
1733,CAESARSPLEASERS,Some ancient conquests,1
1734,FARRELLSBARRELS,Glenda's investment in oil,1
1735,FONDASANACONDAS,Actress' boas,1
1736,ICANNOTTELLALIE,"FATHER, __",1
