,answer,clue,couple_occurencies
6200,RUESROOSRUSE,Regrets a marsupial's trickery?,1
6201,RUPEETUESDAY,The Indian mint coined money on __,1
6202,SATCHELPAIGE,First Negro Leaguer inducted into the Baseball Hall of Fame,1
6203,SETANEXAMPLE,Be a role model,1
6204,SEWINGCIRCLE,Quilting bee relative,1
6205,SHARPDRESSER,Dapper Dan,1
6206,SIGNINAGREEK,Start of a quip,1
6207,SILVERBULLET,Werewolf killer,1
6208,SISTERSLEDGE,"*""We Are Family"" singers",1
6209,SLIDINGSCALE,Flexible fee schedule,1
6210,SOULBROTHERS,David and Joyce are great buds?,1
6211,STAINEDGLASS,Feature of many cathedral windows,1
6212,STAKETARTARE,Vampire slayer's favorite food?,1
6213,STANDARDBEAR,Brown seven-footer?,1
6214,STATEREVENUE,"Sales taxes, e.g.",1
6215,STONESKIPPER,Russell Byars is one: He set the Guinness World Record of 51 times from the shore of the Allegheny River on 7/19/2007,1
6216,STRINGBIKINI,Garb in a 57-Across,1
6217,STRONGASANOX,Really powerful,2
6218,STRUCKACHORD,... music because it __,1
6219,SWOOSIEKURTZ,Sisters actress,1
6220,TACITSTORAGE,Warehouse facilities kept secret?,1
6221,TARZANYELLOW,Apeman's favorite color?,1
6222,TATTOOEDLADY,"Lydia, in an old song",1
6223,TEAKAUPOIVRE,Shipbuilder's entree?,1
6224,TELLYSAVALAS,Kojak star,2
6225,TENDERCARESS,Sign of affection,1
6226,THECODFATHER,Film about fish paternity?,1
6227,THOUGHTSYOUD,"Quip, part 4",1
6228,THROWINGAFIT,Going ballistic,1
6229,TIMBUKTUTUTU,Ballet skirt from Mali?,1
6230,TOYOTATERCEL,Import replaced by the Echo in 2000,1
6231,TURINONADIME,Low-budget Italian travel guide?,1
6232,TURNONESHEAD,Elicit conceit,1
6233,TWISTONESARM,Use coercion,1
6234,TWOPIECESUIT,Businesswoman's attire,1
6235,UVPROTECTION,Sunscreen promise,1
6236,VANDYKEBEARD,Dick and James form facial hair?,1
6237,VFWWOOLWORTH,Ex-military merchant?,1
6238,WATCHANDWAIT,Patiently wary,1
6239,WENEEDTOTALK,*Start of a frank discussion,1
6240,WETFORMATION,School of fish?,1
6241,WILLOTHEWISP,Marshland phosphorescence,1
6242,WINDADVISORY,Meteorologist's caution,1
6243,WINNERSPURSE,Track prize,1
6244,WINNINGSMILE,Charm school grad's asset,1
6245,WINSTONSALEM,"One of its nicknames is ""Camel City""",1
6246,WOOLGATHERER,"Absent-minded type, on the farm?",1
6247,WORKINGSTIFF,Blue-collar joe,1
6248,XYCHROMOSOME,Kind of genetic pair,2
6249,YOKOHAMAMAMA,Japanese parent?,1
6250,YOUPAYFORDEM,End of the quip,1
6251,ALITTLEEXTRA,"Munchkin in ""The Wizard of Oz""?",1
6252,AMERICANIDOL,"Top-ranked Fox talent show, and this puzzle's theme",1
6253,ASHESTOASHES,Graveside service phrase,1
6254,AUCTIONHOUSE,"Sotheby's, e.g.",1
6255,BANDONTHERUN,A: You have 24 hours to arrange payment. T: (to himself) Looks like we'll be a __ (Paul McCartney & Wings),1
6256,BARBARABOXER,Senate's Democratic Chief Deputy Whip,1
6257,BARTOKTURKEY,Hungarian composer's holiday serving?,1
6258,BASQUERELIEF,Aid in the Pyrenees?,1
6259,BASSOONCLOCK,*Tall timekeeper,1
6260,BEDFORAPPLES,Computer resting place without Hope?,1
6261,BENNYGOODMAN,King of Swing,2
6262,BIDDINGWAUGH,Brideshead Revisited author at an auction?,1
6263,BILLIARDSCUE,"Prompt in ""The Hustler""?",1
6264,BJANDTHEBEAR,1979-'81 trucker-with-chimp TV comedy,1
6265,BLOODDIAMOND,2006 DiCaprio film about a gem smuggler,1
6266,BOWLINGALLEY,Bad place for a split,1
6267,BRINGYOUROWN,"Oh, don't forget, ___",1
6268,BRITISHCROWN,Buckingham Palace dental work?,1
6269,BUDANDBROOKS,Mann nature novel?,1
6270,BUDGETCRISIS,Financial deadlock,1
6271,BUFFALOWINGS,*Snack named for its New York place of origin,1
6272,BUZZERBEATER,Dramatic basketball game ender,1
6273,CABINCRUISER,Pleasure craft,2
6274,CEMETERYPLOT,"Storyboard for ""Poltergeist""?",1
6275,CEREALSERIAL,Soap opera about Life?,1
6276,CHOPPERPILOT,Search and rescue squad member,1
6277,CLAREBLUESKY,Irish weather forecast?,1
6278,CLOTHESHORSE,Swell,1
6279,COASTTOCOAST,From Maine to California,1
6280,COMEASYOUARE,"It's a party! Informal, so __ ...",1
6281,COPPERPIPING,Plumber's order,1
6282,COTTAGEFRIES,Brunch side,1
6283,COVERTOCOVER,How a book is usually read,2
6284,CRECHEHELMET,Decorating headgear?,1
6285,CROSSROADIES,Angry band hands?,1
6286,CURTAINCALLS,Extra bows,1
6287,DAVYCROCKETT,King of the Wild Frontier,2
6288,DEBBIEGIBSON,Foolish Beat singer,1
6289,DIETCOCACOLA,Tab challenger of 1982,1
6290,DONTBEOBLONG,Admonition to a square?,1
6291,DRIBBLEGLASS,Practical joke item that gets you wet,1
6292,EIREOFTHEDOG,Canine-friendly Irish area?,1
6293,FALLSEMESTER,"August through December, for many collegians",1
6294,FAMILYMATTES,Show on domestic finishes?,1
6295,FATFOODCHAIN,Supplier of deep-fried fare?,1
6296,FIATACCOMPLI,Finalized decree?,3
6297,FIDDLESTICKS,Phooey!,1
6298,FIRSTCLASSES,What oversleepers might miss?,1
6299,FISHINGLINES,"Dialogue from ""A River Runs Through It""?",1
6300,FLATSCREENTV,High-tech sports bar purchase,1
6301,FORWARDSLASH,URL part,1
6302,FREDDIELAKER,Skytrain entrepreneur (NBA),1
6303,GERSHWINBIKE,American composer's transport?,1
6304,GETIRRITATED,Start to steam,1
6305,GINGERPEACHY,Swell,1
6306,GLASSPITCHER,*The mouth of one is seen on some Nestea labels,1
6307,GOBBLEDYGOOK,Doubletalk,1
6308,GOOGLEGOOGOL,Do a Web search on a big number?,1
6309,GRANDOPENING,New-store sign,1
6310,GREGORYHOUSE,TV doctor played by Hugh Laurie,1
6311,HAILMARYPASS,Dramatic football game ender,1
6312,HAMMEREDHEAD,Drunk leader?,1
6313,HASTYPUTTING,Reason for missing a gimme?,1
6314,HAWKEYESTATE,Nickname that was a tribute to a Native American,1
6315,HEARTTOHEART,"Very sincere, as a conversation",1
6316,HIREDLABORER,Hand,1
6317,HOUSETRAILER,Mobile home,1
6318,HURLSINSULTS,"Heckles vehemently, with ""at""",1
6319,ICHABODCRANE,The Legend of Sleepy Hollow schoolteacher,2
6320,INTERNETCAFE,Where to have 23-Across and surf,1
6321,INTROVERSION,Draft of a prologue?,1
6322,ITTAKESAFIEF,Medieval mantra about child-rearing?,1
6323,ITWASTHISBIG,Fishing line?,1
6324,JAMESSTEWART,Actor born 5/20/1908,1
6325,JAMIEBUCHMAN,TV spouse nee Stemple,1
6326,JAMOBSESSION,Source of J.M. Smucker's success?,1
6327,KINDATHEARTS,Shooting the moon considerately?,1
6328,KNOWLEDGEGAP,Socioeconomic information disparity,1
6329,LEMONFILLING,Defective bit of dental work?,1
6330,LIGHTHEARTED,*Carefree,1
6331,MAGAZINECLIP,Ammuntion holder,1
6332,MARGARETMEAD,Growing Up in New Guinea author,1
6333,MARGESIMPSON,TV spouse nee Bouvier,1
6334,MARYKAYPLACE,The Big Chill actress,2
6335,MASTERAPIECE,Prepare to concertize?,1
6336,MESSAGETAKER,Office thief?,1
6337,MILITARYOOPS,Snafu at the base?,1
6338,MOUNTEVEREST,Site of the feat accomplished by 20- and 55-Across,1
6339,OBOEANDCOVER,*Protection method from flying debris,1
6340,OFMEISSENMEN,Steinbeck story about German porcelain makers?,1
6341,OILEDMAGNATE,Drunk business bigwig?,1
6342,ONEMORENIGHT,A: Ready to start? T: I wish I had __ (Phil Collins),1
6343,OUTFIELDHAND,Applause for a trio of Angels?,1
6344,OUTLAWSCHOOL,Where Billy the Kid studied?,1
6345,OUTOFSORTIES,Done with combat missions?,1
6346,OVERTIMEGOAL,Dramatic hockey game ender,1
6347,OXYGENINTENT,Goal of deep breathing?,1
6348,PAGANINIJERK,Italian composer's reflex?,1
6349,PAREDUCATION,Golf lessons?,1
6350,PENNYPINCHER,Piggy bank thief?,1
6351,PITCHESATENT,Starts setting up camp,1
6352,PITTERPATTER,Sound of light rain,1
6353,POCKETCHANGE,Jingling assortment,1
6354,POKERHOLDING,Hand,1
6355,POLEPOSITION,Racer's advantageous starting point,1
6356,PSYCHOBABBLE,Hokum,1
6357,QUARTERSTAFF,Medieval weapon,1
6358,QUICKFINKING,Impulsive rat's act?,1
6359,QUINCYMARKET,Popular downtown Boston eatery area,1
6360,RADARANTENNA,Signal receiver,1
6361,RAMBLINWRECK,Ford Model A that's a Georgia Tech mascot,1
6362,RANOUTOFTEAM,Used up the subs?,1
6363,RATEBLOOMERS,Review a women's bygone outfit?,1
6364,RECORDSLEEVE,Album holder,1
6365,RICKETYSPLIT,Shaky gymnastics maneuver?,1
6366,ROCKINGCHAIR,Cozy porch seat,2
6367,ROCKLOBSTERS,Another name for crayfish,1
6368,ROLLEDCROATS,Transported some Balkans?,1
6369,RUBBERSTAMPS,Deferential approvals,1
6370,SATIESERVICE,Help from a French composer?,1
6371,SCENESTEALER,Theater thief?,1
6372,SCISSORSHOLD,Wrestling ploy,1
6373,SCOLDOUTSIDE,Take to task on the porch?,1
6374,SCRAPBOOKING,"Subject of the how-to book ""Keeping Memories Alive""",1
6375,SEAMINGVIDEO,Sewing class lesson?,1
6376,SEMICIRCULAR,Advertising flier at a truck stop?,1
6377,SHARPCHEDDAR,Pungent cheese,1
6378,SHOOTONESWAD,Spend it all,1
6379,SHORTCIRCUIT,Impede,1
6380,SIMONTEMPLAR,Character known as The Saint,1
6381,SIXPACKCRABS,Conveniently boxed crustaceans?,1
6382,SNEAKPREVIEW,Trailer for a privileged few,1
6383,SOAPBOXDERBY,Annual world championship competition held in Akron,1
6384,SODAFOUNTAIN,Good place for a split,1
6385,SPAREPARQUET,Extra floor material?,1
6386,STAFFMEETING,A boss might schedule one,1
6387,STANDINGROOM,Sellout offer,1
6388,STATEOFBEING,Physical condition,1
6389,STATIONBREAK,Time for call letters,1
6390,STOCKAMARKET,Fill grocery store shelves?,1
6391,STUPIDPUZZLE,%$^&#!,1
6392,SUPERCHARGER,Feature of many a dragster (NFL),1
6393,SWEARIBELONG,Attest to my membership?,1
6394,TAIBABILONIA,Five-time U.S. Figure Skating Championships gold medalist,1
6395,THEHIMALAYAS,Region where 20- and 55-Across accomplished their feat,1
6396,THELONEANGER,Show about a castaway's wrath?,1
6397,THENAKEDSPUR,1953 56-Down Western,1
6398,THETREEBEARS,Decorating furry family?,1
6399,THISISSIMPLE,Today's crossword? Piece of cake!,1
6400,THREEDMOVIES,"They require special viewing gadgets, and this puzzle's literal title",1
6401,THROWSAFIGHT,Loses deliberately in the ring,1
6402,TICSCREENING,Test for quirkiness with Hackman missing?,1
6403,TIREROTATION,"Mechanic's job, literally illustrated in this puzzle",1
6404,TOGATOGATOGA,Party line?,1
6405,TOSSESASALAD,Mixes greens and dressing,1
6406,TRIPODOMETER,Resettable mileage measurer,1
6407,TROUBLESHUTE,"Vex the author of ""On the Beach""?",1
6408,TUCKPOSITION,Diver's choice,1
6409,TYPENNINGTON,Extreme Makeover: Home Edition host,1
6410,UNEASYSTREET,Skier Picabo before a big race?,1
6411,UNREALESTATE,Castle in the air?,1
6412,VANITYPLATES,"Players on the game show ""Bumper Stumpers"" had to figure out what they meant",1
6413,VIOLBEHAVIOR,Bowing?,1
6414,WALKOFFHOMER,Dramatic baseball game ender,1
6415,WEDDINGMARCH,Ritual favorite written by Mendelssohn,1
6416,WEIGHTLIFTER,Gym thief?,1
6417,WELLINVERSED,Completely turned around?,1
6418,WENDYDARLING,Pan pal,1
6419,WETTINGPARTY,Drought-ending blowout?,1
6420,WRITINGPAPER,*Stationery,1
6421,AIRDEPARTURE,Takeoff,1
6422,ALWAYSONTIME,2002 #1 hit for rapper Ja Rule,1
6423,ARMYFATIGUES,Surplus store outfit,1
6424,ARRANGEROVER,Spiff up the family dog?,1
6425,ASIATICFLUID,"Japanese sake, e.g.?",1
6426,BABYBEAUTIES,Gorgeous newborns?,1
6427,BATMASTERSON,Friend of Wyatt Earp,1
6428,BEABENADERET,Petticoat Junction star,1
6429,BERGENOFFILM,Polly,1
6430,BETACAROTENE,Spinach is high in it,1
6431,BEYONDBELIEF,See 57-Across,1
6432,BICENTENNIAL,7/4/1976 celebration,1
6433,BIGJOETURNER,"Bluesman who introduced the hit suggested by the ends of 20-, 37- and 43-Across",1
6434,BIGRIVERCATS,Jazz lovers on the Mississippi?,1
6435,BODICERIPPER,"Sexy modern Gothic novel, informally",1
6436,BRAIDSTATION,Salon specialty area?,1
6437,BRASHMONKEYS,Assertive simians?,1
6438,BREASTOFEDEN,Genesis chicken serving?,1
6439,BYEBYEBIRDIE,1961 Tony-winning musical inspired by Elvis being drafted,1
6440,CARDINALSINS,"Lust, gluttony, greed, etc.",1
6441,CATHODEARRAY,Lineup of battery terminals?,1
6442,CHAPSHOOTING,Casual London photo session?,1
6443,CHARLIEBROWN,Friend of 25-Down,1
6444,CHERRYGARCIA,Ice cream flavor honoring a Grateful Dead icon,1
6445,CHERRYPUCKER,Wrinkle on a dessert topper?,1
6446,CLEANANDJERK,Weightlifting event,1
6447,COMBATMOBILE,"Sherman tank, for one?",1
6448,COMMONASDIRT,Utterly ordinary,1
6449,COMPLAINJANE,"If Tarzan's bothering you, speak up!?",1
6450,CONDOTORRENT,Flood in an owned apartment?,1
6451,COOLHANDLUKE,1967 Paul Newman title role,1
6452,COTTONMATHER,Witch trials VIP,1
6453,CROWDCONTROL,Throng management,1
6454,DANCINSLEUTH,Detective usin' taps?,1
6455,DEADLANGUAGE,It's no longer spoken anywhere,1
6456,DEADLYRINGER,Really boring Avon lady?,1
6457,DISCODANCERS,Hustlers?,1
6458,DOUBLEDECKER,Certain tour bus,1
6459,DOUBLEMINDED,"Multitasking, but just barely?",1
6460,DOUBLEWHAMMY,One bad thing after another,1
6461,DRAFTLOTTERY,Vietnam War program,1
6462,EARLYEDITION,Morning commute reading material,1
6463,EEKMYTHOLOGY,Traditional ghost stories?,1
6464,ENTRANCEEXAM,Student selection criterion,1
6465,ESCAPEDCONGO,Fled what was once Zaire?,1
6466,ETERNALFLAME,1989 #1 hit for the Bangles,1
6467,ETERNALYOUTH,Fabled fountain's reward,1
6468,FEAROFFLYING,1973 Erica Jong novel,1
6469,FEELINGALIVE,Getting a buzz from being,1
6470,FIVECARDDRAW,Poker game where one might stand pat,1
6471,FJORDMUSTANG,Coastal Norse horse?,1
6472,FOREVERSTAMP,You can still use it when postage rates increase,1
6473,FRISTREFUSAL,2000s Senate leader's turndown?,1
6474,FUMBLEAROUND,"Grope, as for a light switch",1
6475,FUNNYPREFACE,"Introduction to ""SeinLanguage""?",1
6476,GANGLYLEADER,Lanky boss?,1
6477,GENERALSTORE,Rural retailer,1
6478,GETUPPRELATE,Words to roust an oversleeping ecclesiastic?,1
6479,GINGERROGERS,1930s Fred Astaire partner,1
6480,HELDQUARTERS,Saved up for the slots?,1
6481,HITHERANDYON,Scope of a thorough search,1
6482,HOUSEOFCARDS,Plan likely to fail,1
6483,INSIDEANDOUT,Scope of a thorough search,1
6484,ISLANDNATION,"Cuba or Puerto Rico, e.g.",1
6485,JAVELINTHROW,Pentathlon event,1
6486,JEREMYLONDON,Mallrats costar,1
6487,JUMPTHESHARK,"Pass its peak, slangily, as a TV series",1
6488,KICKUPSTAIRS,"Get rid of by promoting, as an employee",1
6489,LABASSISTANT,The mad scientist usually has one,1
6490,LEGALFEELING,Courtroom intuition?,1
6491,LEVELKNIEVEL,Knock a motorcycle daredevil flat?,1
6492,LIBERTYPARTY,1840s abolitionist group,1
6493,LIGHTNINGBUG,Firefly,2
6494,LIMABELIEVER,Peruvian worshiper?,1
6495,LINEITEMVETO,President's selective rejection,1
6496,LINUSVANPELT,Faithful crusader for the existence of 12-Across,1
6497,LIPIDSERVICE,Cholesterol check?,1
6498,MALESTRIPPER,Chippendales performer,1
6499,MARIASHRIVER,California's first lady,1
6500,MASHHYSTERIA,Frenzy over a 1970s-'80s sitcom?,1
6501,MEERKATMANOR,Animal show set in the Kalahari,1
6502,MEZZOSOPRANO,"Carmen, for one",1
6503,MICHELANGELO,Rival of Leonardo,1
6504,MIDNIGHTMASS,Christmas service,1
6505,MINGLERSVASE,Social butterfly's flower pot?,1
6506,MINIMUMWAGER,Smallest allowable bet?,1
6507,MONKEYAROUND,"Spend time idly (and a hint to what can precede the last word of 20-, 25-, 38- or 47-Across)",1
6508,MOUNTHOLYOKE,One of the Seven Sisters colleges,1
6509,MUSTERCOFFEE,Manage to provide morning refreshment?,1
6510,NAPOLEONDUET,Four-handed piano piece by a French emperor?,1
6511,NARROWMARGIN,"Horse's nose, say",1
6512,NATIONALDEBT,Congressional bone of contention,1
6513,NEWTESTAMENT,It begins with the Gospels,1
6514,NOFUSSNOMUSS,"Easy to use, in adspeak",1
6515,NOTANYLONGER,That used to be the case,1
6516,OFFTHECHARTS,See 57-Across,1
6517,OWINGCONCERN,Debts?,1
6518,PARISSKATING,Hilton on the ice?,1
6519,PASSJUDGMENT,Give one's verdict,1
6520,PEARLISLANDS,Gulf of Panama archipelago,1
6521,PERFECTCHIME,Bell ringer's dream?,1
6522,PERFECTMATCH,Ideal mate,1
6523,PERFECTMATCH,Soul mate,1
6524,PHILADELPHIA,*1993 film,1
6525,PHILADELPHIA,City named by William Penn,1
6526,PHILIPMORRIS,Maker of Marlboro,1
6527,PHOTOGRAPHER,Wedding hiree,1
6528,PICKUPTHETAB,Pay for everyone's dinner,1
6529,PLAYPLAYPLAY,"Baseball rarity, literally",1
6530,PRESSCHARGES,Decide to prosecute,1
6531,PULPMAGAZINE,"Startling Stories, e.g.",1
6532,PUTASOCKINIT,Shh! from a hosier?,1
6533,PUTONEOVERON,Take in,1
6534,RAINBOWBRITE,'80s animated character assisted by the seven Color Kids,1
6535,RASHDECISION,Choice made without thinking,1
6536,RAZZLEDAZZLE,Flashy theatricality,1
6537,RECYCLEBINGO,Church game played with cans and bottles?,1
6538,REFRIEDBEANS,Mexican side dish,1
6539,RIBBONCUTTER,VIP at a grand opening,1
6540,ROASTBRISKET,Beef for a Sunday dinner,1
6541,ROUNDUPROBIN,Bird that helps cattlemen?,1
6542,RUNAROUNDSUE,"1961 #1 hit for Dion, and a literal hint to this puzzle's hidden theme",1
6543,RUSSELLCROWE,A Beautiful Mind star,1
6544,RUSTLECATTLE,Steal a herd,1
6545,RUSTLERSBELT,Old West outlaw's accessory?,1
6546,SATINTRAFFIC,Couldn't rush at rush hour,1
6547,SCARREDSTIFF,Tightwad with emotional problems?,1
6548,SEXEDUCATION,Controversial school subject,1
6549,SHELLSTATION,Retail establishment with a mollusk feature as its logo,1
6550,SHOOTTHEBULL,Talk aimlessly,1
6551,SHOWBUSINESS,"Stage, screen, etc.",1
6552,SHOWTHEROPES,Break in,1
6553,SHRIMPBISQUE,Seafood restaurant starter,1
6554,SHUTYOURTRAP,Shh! from a hunter?,1
6555,SILVERTEASET,Sterling afternoon serving pieces,1
6556,SLEEPYHOLLOW,Washington Irving title setting,1
6557,SLIDINGSCALE,Variable price structure,2
6558,SMOKESIGNALS,Long-distance messages?,1
6559,SOUPANDSALAD,Light lunch,1
6560,SPANISHSTEPS,Roman landmark rising from the Piazza di Spagna,1
6561,SPELLCHECKER,Word processing feature,1
6562,SPREADSHEEET,Too much information?,1
6563,SQUASHCOURTS,Four-walled play areas,1
6564,STAGEMANAGER,Show runner,1
6565,STARLINGTREK,Migration of gregarious birds?,1
6566,STICKUPSHIFT,Work period most prone to robberies?,1
6567,STILETTOHEEL,Part of a femme fatale's outfit,1
6568,STRAIGHTDOPE,Honest info,1
6569,STRETCHLIIMO,Too long a ride?,1
6570,STRIKEITRICH,Hit the mother lode,1
6571,STUDDEDTIRES,Winter traction aids,1
6572,SWEETASHONEY,Kindness simile,1
6573,TAKEONESTIME,Mosey along,1
6574,TENGALLONHAT,Cowboy's topper,1
6575,TERRIBLETWOS,Hated bills (that appropriately spoil this puzzle's symmetry)?,1
6576,THEBEESKNEES,"Something wonderful, in old slang",1
6577,TIMETIMETIME,"Rhythm for waltzing, literally",1
6578,TRAILOFTEARS,Native Americans' forced relocation,1
6579,TRICKORTREAT,Halloween choice,1
6580,TWISTOFFTOPS,Features of most soda bottles,1
6581,UCLAPAVILION,Pauley,1
6582,VALLEYFORGER,San Fernando creator of fake van Goghs?,1
6583,VANILLASHAKE,Malt shop order,1
6584,WARMTHEBENCH,Be a B-team player,1
6585,WELDINGBELLS,Flared pants for steelworkers?,1
6586,WESTERNUNION,19th century communications pioneer,1
6587,WHIPPEDCREAM,Dessert topping,2
6588,ABSTRACTTART,Small pie a la Pollock?,1
6589,AIRFORCEBASE,"Edwards or Langley, e.g.",1
6590,ALBACORETUNA,It's milder than yellowfin,1
6591,ALDOUSHUXLEY,"Author of the novel indicated by the ends of 20-, 32- and 39-Across",1
6592,ALLNIGHTLONG,1983 Lionel Richie #1 song,3
6593,AMPCOLLECTOR,"Roadie, after a gig?",1
6594,APPLERECORDS,Pie charts?,1
6595,ARMISTICEDAY,"The first official one was November 11, 1919",1
6596,ATLANTABRAVE,Baseballer with a tomahawk on his jersey,1
6597,AUDINEIGHBOR,Car parked next to a German sedan?,1
6598,AULDFAITHFUL,"Steamy Western attraction, today?",1
6599,BANDINGMARCH,Ornithologists' bird-tagging outing?,1
6600,BANDONTHERUM,Jamaican group winding down after a gig?,1
6601,BASELCHICKEN,Swiss poultry dish?,1
6602,BELLYPOACHER,Certain pork thief?,1
6603,BELOWTHEBELT,*Not sportsmanlike,1
6604,BLESSEDEVENT,*Childbirth,1
6605,BLOCKINGCHOP,Defensive karate move?,1
6606,BOARDINGPASS,*Flying need,1
6607,BOSTONGARDEN,FleetCenter predecessor,1
6608,BREAKINGNEWS,Program interruption,1
6609,BREASTSTROKE,Crawl alternative,1
6610,BUILDONSPECK,Construct a microscopic house?,1
6611,BURGERPOKING,Checking for doneness at the grill?,1
6612,CALCULUSTEST,Exam with derivatives and integrals,1
6613,CANARYYELLOW,Sunny color,1
6614,CAROFTHEYEAR,Motor Trend magazine award,1
6615,CASHSTRAPPED,*Hurting for money (33),1
6616,CATSUPBATTLE,Condiments aisle dispute?,1
6617,CHEEKTOCHEEK,How lovers dance,1
6618,CHEMISTRYLAB,Matchmaker's workplace?,1
6619,CHILDSUPPORT,Court-ordered parental obligation,1
6620,CHOCOLATEILK,Type that regularly visits Willy Wonka's factory?,1
6621,CHOCOLATELAB,Pie taste-test site?,1
6622,CHOCOLATELAB,Where Hershey's makes new discoveries?,1
6623,CIGARETTEBUT,Reservation about smoking?,1
6624,CLINICALSTUD,Grey's Anatomy leading man?,1
6625,COLLIEPORTER,Lassie's luggage carrier?,1
6626,COMEONOLIVER,"Let's go, Mr. North",1
6627,COMMONTHREAD,Connecting idea,1
6628,COUCHINGCAST,Stage players taking a nap?,1
6629,COUNTERPOINT,Feature of much of Bach's music,1
6630,COVERTOCOVER,Skipping no pages,1
6631,CREATEASCENE,Act embarrassingly in public,1
6632,CRICKETMATCH,Competition for entomologists?,1
6633,CUMULUSCLOUD,Puffy sky feature,1
6634,CUTTINGCLASS,Spurning learning,1
6635,CYYOUNGAWARD,Roger Clemens has won it seven times,1
6636,DEIONSANDERS,PRIME TIME,1
6637,DELLCOMPUTER,Apple hater's purchase?,1
6638,DESSERTTWINE,Bakery supply for wrapping cake boxes?,1
6639,DRAMATICIRON,Fairway shot that goes in the hole?,1
6640,DROPDOWNMENU,List that comes from the top,1
6641,EASTERISLAND,South Pacific site of large stone statues,1
6642,ECONOMYGLASS,Low-priced drink holder?,1
6643,EFTINSURANCE,Salamander coverage?,1
6644,EGGSBENEDICT,"Response to Revolutionary Arnold's ""What's for breakfast?""?",1
6645,ELDRICKWOODS,TIGER,1
6646,ELECTRICILLS,Wiring woes?,1
6647,ELEPHANTSEAL,Huge walrus relative,1
6648,EVENTEMPERED,Calm by nature,1
6649,EXCHANGERATE,Currency differential,1
6650,EXITSTRATEGY,Plan to minimize losses,2
6651,EXTREMEBEERS,Out-of-the-ordinary brews,1
6652,FACEBOOKCASE,Detective's job concerning a personal online relationship?,1
6653,FAIRYTALLIES,Scores kept by Cinderella's godmother?,1
6654,FALLENANGELS,Anaheim players tripping over their own feet?,1
6655,FINGERTONOSE,Field sobriety test,1
6656,FIREWHENREAD,Final step in a marksman's manual?,1
6657,FLEETROMANCE,Admiral's tryst?,1
6658,FOLDINGTABLE,"Seating for extra guests, maybe",1
6659,GAMESHOWHOST,"One with all the answers—or in one case, questions",1
6660,GHOSTBUSTERS,Movie good guys responsible for the circled squares in eight long puzzle answers,1
6661,GLENCAMPBELL,Wichita Lineman singer,1
6662,GONEBABYGONE,Lehane crime novel about a missing girl,1
6663,GULFOFPANAMA,Central American fishing mecca,1
6664,HAMBURGERBUM,Moocher at McDonald's?,1
6665,HAMSTERWILLS,Documents bequeathing tiny exercise devices?,1
6666,HANOFMONTANA,"Bozeman native named after a ""Star Wars"" character?",1
6667,HEARTTOHEART,How close friends talk,1
6668,HESONEDOOFUS,What a jerk!,1
6669,HEXOFDECIMAL,Math class curse?,1
6670,HIGHESTSCOUT,Eagle,1
6671,HITCHINGPOST,Justice of the peace's workplace?,1
6672,HOUSEOFCARDS,"Unstable situation, metaphorically",1
6673,INSANITYPLEA,Defense strategy that's not an option in some states,1
6674,INTHERUNNING,Not out of contention,1
6675,IRONINGBRAND,"Sunbeam, e.g.?",1
6676,JEDDAHCHEESE,Meccan omelet ingredient?,1
6677,JOELIEBERMAN,Al Gore's 2000 running mate,1
6678,JUBILEELEEKS,Scallions for an anniversary party?,1
6679,JUMBOJETTIES,Massive marina protectors?,1
6680,JUSTDESSERTS,"*""Top Chef"" spin-off involving competitive baking",1
6681,JUSTVISITING,Monopoly phrase,1
6682,KEENEYEDBIRD,Eagle,1
6683,KEEPSANEYEON,Watches,1
6684,KITCHENSINKS,18-Down washing places,1
6685,KNOWLEDGEGAP,Information disparity in a social system,1
6686,LARRYSUMMERS,National Economic Counsel director,1
6687,LIGHTNINGBUG,Devotee of thunderstorms?,1
6688,LONESOMEDOVE,*1986 Pulitzer-winning Western novel,1
6689,LONESOMEPINE,Desolate title tree in a 1936 Fonda/MacMurray western,1
6690,LOWEXPLOSIVE,"*Gunpowder, e.g.",1
6691,MAGESPECIFIC,Designed for ancient sorcerers?,1
6692,MANOFTHEHOUR,Guy in a spotlight,1
6693,MISERLYINDEX,Tightfistedness scale?,1
6694,MORNINGPAPER,You might get it in your pajamas,1
6695,MOTHERTERESA,1979 Nobel Peace Prize recipient,2
6696,MOVIETHEATER,Popular date destination,1
6697,MOVINGTARGET,Skeet challenge,1
6698,MOVINGVANITY,Egotism that brings you to tears?,1
6699,MUDWRESTLING,Messy contest in a pit,1
6700,MUSICALEATER,One who sings during meals?,1
6701,MYBLUEHEAVEN,1928 #1 song heard in a 1990 Steve Martin film of the same name,1
6702,MYSPACECADET,Online networking site trainee?,1
6703,NIAGARAFALLS,Honeymoon mecca,1
6704,NIAGARAFALLS,Where to board the Maid of the Mist tour boat,1
6705,OPENINGNIGHT,Broadway premiere,1
6706,OPIUMDENSITY,Measure of neighborhood drug traffic?,1
6707,OREDETECTIVE,Tracker of bauxite thieves?,1
6708,OUTOFTHEPINK,Sick?,1
6709,OVERSTRESSED,*Ready to blow?,1
6710,OZONEDEFENSE,"Banning CFC production, e.g.?",1
6711,PALINHANDLER,Sarah's campaign strategist?,1
6712,PARTLYANIMAL,Like a centaur?,1
6713,PARTYANIMALS,Gregarious fun lovers,1
6714,PEACHGOBBLER,Glutton for fuzzy fruit?,1
